Timestamp,Score,What is your age in years?,What gender do you identify as?,What race(s) do you identify with?,"If you selected ""Other"", please specify below. If not, please leave this question blank.",Are you an international or domestic student?,What is your primary language?,How many languages are you fluent in? (Include your primary language to the count),Which language class are you currently taking?,How many years have you been learning/utilizing your learned language?,Do you speak this learned language at home?,Is this learned language spoken in your home?,What learning strategies do you utilize to learn the language? [Attending Class],What learning strategies do you utilize to learn the language? [Participating in Class],What learning strategies do you utilize to learn the language? [Apps or Software],What learning strategies do you utilize to learn the language? [Practicing with other Individuals],What learning strategies do you utilize to learn the language? [Listening to Audio Material],What learning strategies do you utilize to learn the language? [Reading Books or Articles],What learning strategies do you utilize to learn the language? [Watching movies or TV shows],"In the last 30 days, how many times have you held a short conversation (~1-5 min) with someone outside of class in your learned language?","In the last 30 days, how many times have you read something outside of class responsibilities in your learned language?","In the last 30 days, how many times have you watched/listened to something outside of class responsibilities in your learned language?","In the last 30 days, how many times have you gone out of your way to interact with others using your learned language?","In the last 30 days, how many times have you come across an opportunity to use your learned language in your daily life?",Do you use Duolingo or any other application for your learned language?,"In the last 30 days, how many times have you used this application? ","How much do you agree with the statement, ""I have not learned enough to use my learned language.""","How much do you agree with the statement, ""I have learned enough to hold small conversations with native speakers.""","How much do you agree with the statement, ""I have learned enough to hold adequate conversations with native speakers.""","How much do you agree with the statement, ""I have learned enough to be considered fluent.""","How much would you agree with the statement, ""I would like to continue learning this language.""","How much would you agree with the statement, ""I would like to continue learning my learned language within a structured environment.""","How much do you agree with the statement, ""I want to become certified fluent within my learned language.""",How comfortable are you speaking your learned language?,How comfortable are you reading in your learned language?,How comfortable are you writing in your learned language?,How comfortable are you understanding your learned language when spoken by others?,What grade do you currently have in the class?,What is your expected grade in this class?,Why are you learning your learned language? (Please rank in order from strongest to weakest motivator) [Family],Why are you learning your learned language? (Please rank in order from strongest to weakest motivator) [Media Consumption],Why are you learning your learned language? (Please rank in order from strongest to weakest motivator) [General Education],Why are you learning your learned language? (Please rank in order from strongest to weakest motivator) [Cultural Appreciation],Why are you learning your learned language? (Please rank in order from strongest to weakest motivator) [Self-Improvement],Why are you learning your learned language? (Please rank in order from strongest to weakest motivator) [Global Citizenship],Why are you learning your learned language? (Please rank in order from strongest to weakest motivator) [Other],"If you placed ""Other"" higher than 7th place for the previous question, please specify here:",I wish I could speak many foreign languages perfectly.        ,Learning my learned language is really great.,I would get nervous if I had to speak my learned language to a stranger.,I make a point of trying to understand all of the learned language that I see and hear.,Studying my learned language is important because I will need it for my career. ,I wish I could read newspapers and magazines in many foreign languages. ,Studying my learned language is important because it will allow me to meet and converse with more and varied people.,I have a strong desire to know all aspects of my learned language.,Studying my learned language is important because it will make me more educated. ,I wish I could have many friends who natively speak my learned language.,I would really like to learn many foreign languages. ,My family have stressed the importance my learned language will have for me when I leave school. ,Studying my learned language is important because it will enable me to better understand and appreciate their cultural way of life. ,My family feel that I should continue studying my learned language all through school. ,My family feel that it is very important for me to learn my learned language. ,I want to learn my learned language so well that it will become natural to me. ,Studying my learned language is important because it will be useful in getting a good job. ,Studying my learned language is important because I will be able to interact more easily with other speakers.,I wish I were fluent in my learned language. ,I would rather see a TV program in its own language than dubbed into my primary language.,I often find instances where I wish I could read my learned language.,I feel like I am required to take my language class.,"If given the opportunity to choose, I would not learn my learned language again.","If given the opportunity to choose, I would learn my learned language again.",I find my learned language difficult to learn.,My motivation to learn my learned language in order to communicate with other speakers is:,"My motivation to learn my learned language for practical purposes (e.g., to get a good job) is:",My family encourage me to learn my learned language:,Extra Credit sign in: Please select the class you are currently taking if eligible for extra credit,Extra Credit Sign In: Please type in your student ID if you are extra credit eligible. This information is solely for your instructor to identify who has completed the survey for extra credit. 
5/22/2023 14:36:37,,24,Female,Hispanic or Latino,,Domestic,English,0,LISP 1A Spanish Conversation,0,No,Yes,Very Often,Often,Often,Occasionally,Sometimes,Sometimes,Sometimes,5,4,5,4,4,Yes,5,5,7,3,0,10,6,10,4,6,2,3,B,B,1st,5th,2nd,3rd,4th,6th,7th,,10,10,7,10,6,10,10,10,10,10,10,10,10,8,10,10,8,10,10,10,10,8,0,10,4,10,8,10,LISP 1A Spanish Conversation,A16609124
5/22/2023 14:40:57,,18,Male,Asian,,Domestic,English,3,LISP 1A Spanish Conversation,0,No,No,Often,Often,Never,Occasionally,Infrequently,Never,Never,2,5,3,2,2,No,0,9,1,0,0,8,9,10,3,4,2,1,Pass,Pass,6th,3rd,2nd,1st,4th,5th,7th,,9,9,9,9,7,9,9,9,9,9,9,2,9,5,5,10,10,10,10,6,10,7,2,9,9,9,10,5,LISP 1A Spanish Conversation,A17441906
5/22/2023 14:48:28,,18,Female,Hispanic or Latino,,Domestic,English,1,LISP 1A Spanish Conversation,0,No,Yes,Often,Very Often,Occasionally,Often,Very Often,Infrequently,Occasionally,15,9,7,25,14,No,0,5,9,5,0,10,10,10,5,2,0,7,B,C,1st,2nd,5th,4th,3rd,6th,7th,,2,10,7,1,10,0,10,10,10,10,3,10,10,10,10,10,10,10,10,7,10,0,0,10,10,10,9,10,LISP 1A Spanish Conversation,A17264549
5/22/2023 15:21:38,,18,Female,Hispanic or Latino,,Domestic,English,1,LISP 1A Spanish Conversation,0,No,Yes,Often,Very Often,Occasionally,Sometimes,Often,Often,Often,9,3,25,30,5,No,0,5,8,3,0,10,10,10,4,3,0,8,B,C,1st,3rd,5th,4th,2nd,6th,7th,,6,10,6,3,10,4,10,8,10,10,10,10,10,10,10,10,10,10,10,8,8,4,1,8,10,10,10,10,LISP 1A Spanish Conversation,A17264549
5/22/2023 15:22:19,,19,Female,"Asian, White or Caucasian",,Domestic,English,1,LISP 1D Spanish Conversation,4,No,No,Very Often,Often,Rarely,Sometimes,Occasionally,Rarely,Sometimes,0,0,2,5,1,No,0,8,4,6,0,10,10,10,6,7,7,7,A,A,6th,4th,3rd,2nd,1st,5th,7th,,10,10,10,6,7,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,3,0,10,4,10,8,10,LISP 1D Spanish Conversation,A17285411
5/22/2023 15:26:31,,21,Male,Asian,,Domestic,English,2,LISP 1D Spanish Conversation,3,No,No,Often,Often,Sometimes,Often,Often,Often,Often,2,3,2,0,4,Yes,5,3,8,4,1,6,7,5,7,9,8,7,A,B,6th,5th,1st,4th,2nd,3rd,7th,,7,7,8,6,3,1,7,4,6,4,8,1,7,2,0,1,3,5,4,5,7,6,2,8,3,7,2,0,LISP 1D Spanish Conversation,A15945005
5/22/2023 15:53:48,,24,Female,"Asian, White or Caucasian",,International,English,1,LISP 1A Spanish Conversation,0,No,No,Often,Sometimes,Infrequently,Sometimes,Sometimes,Sometimes,Sometimes,5,7,10,3,1,No,0,7,6,0,0,10,10,10,0,1,0,1,B,B,6th,7th,2nd,3rd,1st,4th,5th,,10,7,10,9,6,10,10,10,10,10,10,1,10,1,1,10,9,10,10,10,10,0,0,10,7,10,3,0,LISP 1A Spanish Conversation,a17655110
5/22/2023 16:06:25,,20,Female,White or Caucasian,,Domestic,English,1,LISP 1D Spanish Conversation,6,No,No,Very Often,Often,Often,Infrequently,Occasionally,Sometimes,Sometimes,1,0,2,1,3,Yes,5,7,9,7,4,4,4,9,6,8,8,6,B,Pass,6th,5th,1st,4th,2nd,3rd,7th,,8,7,10,1,10,5,8,8,10,7,6,0,6,0,0,7,8,8,9,9,2,10,10,0,9,5,7,0,LISP 1D Spanish Conversation,A16984160
5/22/2023 16:08:42,,23,Male,White or Caucasian,,International,Turkish,2,LISP 1A Spanish Conversation,0,No,No,Often,Often,Often,Often,Often,Often,Often,0,0,0,2,3,No,0,8,2,4,4,4,5,2,6,5,4,5,B,B,7th,5th,6th,4th,2nd,3rd,1st,,4,6,4,6,4,7,4,7,4,6,3,6,3,5,4,5,8,3,5,7,4,6,4,7,4,6,0,1,LISP 1A Spanish Conversation,A15609523
5/22/2023 16:38:32,,19,Female,White or Caucasian,,Domestic,English,1,LISP 1C Spanish Conversation,2,No,No,Often,Often,Often,Often,Very Often,Very Often,Often,1,3,3,0,4,No,0,3,7,5,3,9,8,9,8,9,7,5,B,B,1st,5th,7th,4th,3rd,2nd,6th,,10,10,8,9,6,7,9,9,8,5,8,6,10,3,3,8,5,8,10,6,8,6,5,5,6,8,6,3,LISP 1C Spanish Conversation,A16779042
